transliteration,meaning_en,meaning_ar,phnid,hieroglyphs
iSst,"what ?, wherefore ?",ماذا ؟، لماذا ؟,3,𓇋𓍱𓈙𓋴𓏏𓇋𓍱𓊃𓏏𓀁
iSt,"possessions, (morning) meal",ممتلكات، أمتعة، وجبة (في الصباح),3,𓇋𓈙𓏏𓏴𓏛𓏥𓇋𓈙𓏏𓏥𓇋𓈙𓏏𓈒𓏥
iSd,fruit of theiSdtree,ثمار شجرةiSd,3,
iSd,fruit of various trees,ثمار مجموعة متنوعة من الاشجار,3,𓇭𓈒𓏥𓇋𓄞𓂧𓇭𓈒𓏥
iSd,"iSdtree, fruit ofiSdtree",شجرةiSd، ثمار شجرةiSd,3,𓇋𓈙𓂧𓆭
iSdd,sweat,عَرَق,3,𓇋𓈙𓂧𓂧𓈒𓈒𓈒
iqr,"wealth, virtue, excellence, virtues (of someone)",ثروة، امتياز، ميزة، مميزات (شخص ما),3,𓇋𓈎𓂋𓏛𓇋𓈎𓂋𓏛𓏥
iqr,"trusty, trustworthy, skilful, excellent (of plans), pleasing (of speech), well-to-do, superior (in rank), excellent",موضع ثقة، جدير بالثقة، ماهر، ممتاز (الخطط)، ممتاز، متفوق (في المرتبة)، ممتع (الحديث),3,𓇋𓈎𓂋𓏛
iqr,"a trustworthy man, wiseacre",شخص محل ثقة، شخص معتد بنفسه,3,𓇋𓈎𓂋𓏛𓀀
iqr,"excellent, effective, astute",فعال، ممتاز، ماهر,3,𓇋𓈎𓂋
iqr Hr ib,well-pleasing to the heart of,يدخل السرور على قلب ...,3,𓇋𓈎𓂋𓏛𓁷𓄣𓈖
iqHw,battle-axe,بلطة قتال,3,𓇋𓈎𓎛𓅱𓌏𓇋𓈎𓎛𓅱𓈔𓏥𓄿𓈎𓎛𓅱𓌏𓄿𓈎𓎛𓅱𓈔
iqdw,builder,بَنَّاء، عامل بناء,3,𓇋𓐪𓂧𓅱𓀀𓇋𓐪𓂧𓂂𓅱𓀨
iqdw-nDswt,potter,فخاري (صانع الفخار),3,𓀨𓏲𓅪
iky,quarryman,عامل بالمحاجر,3,𓀗𓇋𓇋𓀀𓇋𓎡𓀗𓀗
ikw,stone-quarry,مَحجَر,3,𓇋𓄿𓎡𓏲𓀗𓈉𓇋𓀁𓎡𓅱𓈉
ikm,shield,درع,3,𓇋𓆎𓅓𓄛𓏤𓇋𓎡𓅓𓄛
ikn,jar,جرة,3,
ikn,"cup, jar",كوب، جرة,3,𓇋𓎡𓈖𓎺
ikn,draw (water),يسحب (ماء),3,𓇋𓎡𓈖𓀜
iknw,hoe,مجرفة,3,𓇋𓀁𓎡𓈖𓏌𓅱𓆱
ikkw,councillors (?),مستشارين (؟)، اعضاء المجلس (؟),3,𓇋𓎡𓎡𓅱𓀀
igp,"clouds, be overcast (of sky), soar cloudwards",غيوم، يتلبد بالغيوم، يحلق ناحية السحاب,3,𓇋𓎼𓊪𓇲𓎼𓊪𓇲
igrt,realm of the dead,عالم الموتى,3,𓇋𓎼𓂋𓏏𓈉𓇋𓅱𓎼𓂋𓏏𓈉
it,"barley, corn (en general)",شعير، حبوب,3,𓌾𓇡𓇣𓇋𓏏𓇠
it,father,أب، والد,3,𓊹𓏏𓆑𓀀𓏏𓆑𓏏𓆑𓀀𓇋𓏏
it.f,his father,ابيه,3,𓏏𓆑
it mHw,barley of Lower Egypt,شعير مصر السفلى,3,𓇠𓎔
it-nTr,god's father (title of a class of elder priests),والد الإله (اسم طبقة من الكهنة الكبار سنًا),3,𓊹𓏏𓊹𓇋𓏏𓆑𓀀𓏏𓊹𓊸𓊹
it Sma,barley of Upper Egypt,شعير مصر العليا,3,𓇡𓇗
ity,sovereign,ملك، حاكم,3,𓆊𓆊𓅆𓇋𓀁𓍘𓇋𓇋𓀭𓇋𓍘𓅱𓅆𓇋𓏏𓅆𓇋𓏏
ityt,queen-regnant,الملكة الحاكمة,3,𓇋𓍘𓇋𓇋𓏏𓀛
ityt xAw,queen of thouthands (ep. of crown of Upper Egypt),ملكة الالاف (لقب لتاج مصر العليا),3,𓇋𓍘𓏏𓏏𓆼𓏤𓏥𓆗
itw,forefathers,آباء,3,𓇋𓏏𓆑𓀀𓏪
itm(w),Atum(name of divinity),الإله اتوم,3,𓍃𓅓𓀭𓇋𓏏𓂞𓀭𓏏𓍃𓐝𓅱𓀭
itmw,suffocation,إختناق,3,𓇋𓍃𓅓𓏲𓅪𓏥𓇋𓍃𓐝𓊡𓏪𓇋𓏏𓍃
itn,"be in opposition (to), oppose (with dir. obj.)",يعارض، يقاوم,3,𓇋𓏏𓈖𓂉𓀜𓇋𓏏𓈖𓀜
itn,"sun, sun-disc, (the god) Aten",قرص الشمس، الإله أتون,3,𓇋𓏏𓈖𓇳𓇋𓍿𓈖𓇳
itnw,opponent,مناوئ، خصم,3,𓇋𓏏𓈖𓏌𓏲𓀜𓇋𓍿𓈖𓏌𓅱𓂡𓀏
itnw,"secret, mystery",لُغز، سر,3,𓇋𓏏𓈖𓏌𓅱𓂉𓏛𓇋𓏏𓏌𓅱𓏛
itnw pDwt,opposer of bows (epithet of khnum),مقاوم الأقواس (لقب للإله خنوم),3,𓇋𓏏𓈖𓏌𓌓𓏏𓏥
itnt,solar-goddess,الهة للشمس,3,𓇋𓍿𓈖𓏏𓇳
itrw,river,نهر,3,𓇋𓏏𓂋𓅱𓈘𓇋𓏏𓂋𓅱𓈙𓏥𓇋𓏏𓂋𓈘𓇋𓏏𓂋𓏲𓈘𓈇𓏤𓇋𓏏𓂋𓃭𓈘𓈅𓏤𓇋𓏏𓂋𓈘𓈗𓇋𓏏𓏲𓂋𓈗𓈘𓈇𓏤
itrw,"measure of length (about 10 km), schoenus",وحدة لقياس المسافات (حوالي 10 كم),3,𓇋𓏏𓂋𓅱𓈗𓈘𓈅𓏤
itrw,"seasons, seasonal, times",فصول، أوقات,3,𓇋𓏏𓂋𓅱𓆵
itrt,"chapel, niche (for statue), box (for ushabtis)",معبد صغير، حِنية (لوضع تمثال)، صندوق (لوضع تماثيل اوشابتي),3,𓇋𓏏𓂋𓏏𓊀
itrt,"row (of men), row (of shrubs), row (of shrines at jubilee)",صف (من الرجال)، صف (من الشجيرات)، صف (من المقصورات في احتفال اليوبيل),3,𓇋𓏏𓂋𓏏𓉐
itrt mHt,conclave of Lower Egypt,مجلس مصر السفلى,3,𓇋𓏏𓂋𓏏𓉯𓎔𓏏𓇉
itrt Smat,conclave of Upper Egypt,مجلس مصر العليا,3,𓇋𓏏𓂋𓏏𓉭𓇗𓏏
itrty,the two conclaves of Upper and Lower Egypt,مجلسي مصر العليا والسفلى,3,𓇋𓏏𓂋𓏏𓉭𓉯𓇋𓏏𓂋𓏏𓏭𓉐𓉐𓉭𓉯𓉱𓉯
itH,"drag, draw (the bow), pull of (bonds), pull out (eye), pull out (tongue), draw off (blood), draw out (inflammation)",يسحب، يجر، يشد (وتر القوس)، يُخرج (لسان، عين)، يسحب (الدم)، يستخرج (الالتهابات)، يفك (قيود),3,𓇋𓏏𓎛𓀜𓇋𓏏𓎛𓍢𓂡𓇋𓏏𓎛𓍕
itH,fortress,قلعة,3,𓇋𓏏𓎛𓍕𓉐
iT Hpt,take the oar (travel by boat),يأخذ المجداف (يسافر بالقارب),3,𓎁𓀜𓎛𓊪𓏏𓊦
iT-gst-mit-n,jogging,ركض,3,𓎁𓐞𓊃𓏏𓂻
iTA,steal,يسرق,3,𓇋𓅷𓄿𓀜
iTA,thief,لص,3,𓇋𓅷𓄿𓀜𓀀
iTi,"sieze, take possession of (an inheritance, etc.), take (for use), take, conduct, take away, carry off, rob, remove (oneself), arrest (offenders), conquer, spend (time), pass (time), move (one's arm), use (one's arm), excel",يتملَّك، يستولي، يضع يده على,3,𓎁𓀜
iTw,thief,لص,3,𓎁𓏏𓏲𓀜𓀀
iTT,fly up,يطير عاليا,3,𓇋𓍿𓍿𓅮𓇋𓏏𓏏𓅯𓇋𓏏𓏏𓅯𓂻
id,boy,فتى,3,𓇋𓂧𓀔𓇋𓄿𓂧𓀔𓀀
id,assault (?) (vb.),يهاجم (؟),3,𓇋𓂧𓀜
id,bull,ثور,3,𓇋𓂧𓃾
idA,smooth (a new-made pot),يصقل (جرة مصنوعة حديثا),3,𓇋𓂧𓄿
idi,be deaf (vb.),أن يكون أصم,3,𓇋𓂧𓄔
idi,cense (vb.),يحرق بخور,3,𓇋𓂨
idyt,girl,فتاة,3,𓇋𓂧𓇋𓇋𓏏𓀔
idw,pestilence,وباء,3,𓇋𓂧𓅱𓇯𓇋𓂧𓏲𓇲𓇋𓄿𓂧𓅪𓇋𓄿𓂧𓂡
idb,"river-bank, riparian land, shore (of flood), shore (of sky)",ضفة النهر، شاطئ لنهر، ضفة (الفيضان)، ضفة (السماء),3,
idbw HAw nbwt,the Lands ofHAw nbwt(the isles of the Aegean),أراضي جزر بحر ايجة,3,𓈅𓈅𓈅𓇉𓅱𓎟𓏏𓏥
idbwy,the Two Banks (Egypt),الضفتين (مصر),3,𓈅𓈅𓈅𓈅𓈇𓈇𓈅𓈅𓅱𓏭
idmi,red linen,كتان احمر,3,𓂧𓇋𓏇𓋳𓇋𓂧𓏇𓇋𓋳
idn,"govern, serve as lieutenant-commander",يحكم، يقود، يخدم كقائم مقام قائد الجيش,3,𓇋𓂧𓈖𓄔𓂡𓄔𓏌𓂡
idn,"serve instead of, replace",يخدم بدلا من، يحل محل,3,𓇋𓂧𓈖𓄔𓏛𓇋𓂧𓈖𓎆
idn,proxy,تفويض,3,𓄔𓈖𓏛
idn,lay out (?) (enclosures),يخطط حدود (؟) (سياج),3,
idnw,"deputy (usually followed by specification of rank or office), sometimes used alone when the specific function was clear to the writer",نائب (تأتي غالبا بعدها مواصفات رتبة أو وظيفة)، وقد تأتي بمفردها اذا كانت وظيفة صاحبها معلومة لدى الكاتب,3,𓄔𓈖𓏲𓏌𓄔𓏌𓈖𓄔𓏌
idnw n mSa,lieutenant-commander of the army,قائم مقام قائد الجيش,3,𓄔𓏌𓈖𓀎𓏪
idr,herd (of geese),قطيع (من الأوز),3,𓎩𓂋𓅭𓏥
idr,herd (of elephants),قطيع (من الأفيال),3,𓇋𓂧𓂋𓎩𓃰𓏥
idr,herd (of cattle),قطيع (من الماشية),3,𓇋𓂧𓂋𓎩𓃒𓏥𓎩𓂋𓃒𓈓
idr,"stitch (vb.), stitching (n.)",غرزة، يعمل غرزة,3,𓇋𓂧𓂋𓄔𓇋𓂧𓄔
idr,withhold (from),يمنع (من),3,𓇋𓂧𓎩
idryt,punishment,عقوبة,3,𓎩𓂋𓇋𓇋𓏏𓅪
idHy,marsh-man,رجل المستنقعات,3,𓇋𓂧𓎛𓇋𓇋𓇇𓀀𓇋𓂧𓎛𓇋𓇋𓇇𓊖𓀀𓇇𓅱𓀀
idHw,the Delta marshes,مستنقعات الدلتا,3,𓇋𓂧𓎛𓅱𓈇𓇋𓂧𓎛𓅱𓊖𓇋𓂧𓎛𓅱𓇇𓆰𓊖
idt,"sweet savour, fragrance",رائحة سرور، رائحة طيبة، عطر,3,𓂨𓏏
idt,"censing, incense-burning",حرق البخور,3,𓇋𓂧𓏏𓇲𓇋𓂨𓏏𓂨𓏏
idt,wrath (?),غضب شديد (؟),3,𓇋𓂧𓏏𓀜
idt,cow,بقرة,3,𓈞𓏏𓃒𓈞𓏏𓄰𓄰𓏏𓏤𓃒𓈞𓏏𓏯𓈞𓏏𓍕
idt,"womb, vulva",رحم المرأة، فرج المرأة,3,𓈞𓏏𓄰𓄰𓄻
iDrt,hall (?) (in tomb),قاعة (؟) في مقبرة,3,𓇋𓇥𓂋𓏏𓉐
aH,"wipe off (dirt, etc.)",يمحو (قذارة، الخ),4,𓂝𓎛𓌤
a,"item, piece",قطعة، وِحدة، بند,4,𓂝𓏤
a,bowl,سلطانية، وعاء,4,𓂝𓎺
a,wooden rod,قصبة خشبية,4,𓂝𓆱
a,dyke,سَد مياه، حاجز,4,𓂝𓏤𓈗𓂝𓈗
a,"warrant, certificate, record, register",شهادة، وثيقة رسمية، سجلات,4,𓂝𓏤𓂝𓏛
a,"affair, business",عمل، شأن,4,𓂝𓂝𓏛
a,"trace (vb.), track (vb.)",يقتفي اثر,4,𓂝𓏤𓂝𓏤𓂾𓂻
a,"condition, state",حالة,4,𓂝𓏤
a,"province, region",إقليم، منطقة,4,𓂝𓏤
a,"arm, Hand",ذراع، يد,4,𓂝𓏤
a-mHty,the northern region (Lower-Egypt),الاقليم الشمالي (مصر السفلى),4,𓂝𓎕𓏏
a n anx,means of subsistence,وسيلة لكسب العيش,4,
a n Tbwt n HD,a pair of white sandals,زوج من الصنادل البيضاء,4,
a-rsy,the southern region (Upper-Egypt),الاقليم الجنوبي (مصر العليا),4,𓂝𓇔
a xAst,the desert region,المنطقة الصحراوية,4,
aA,"great (of size, of rank, of degree, of quality, of quantity), plentiful, much, rich (in possissions), senior",عظيم (مكانة - رتبة)، كبير، وفير، عالي الجودة، كثير، غنى (ممتلكات)، كبير (في العُمر),4,𓉻𓂝𓄿𓏛𓉻𓂝𓏛𓉻𓉻𓄿𓏛
aA,"donkey, ass",حمار,4,𓉻𓂸𓃘𓉻𓂝𓂸𓄛𓃘
aA,greatness,عظمة,4,𓉻𓂝𓄿𓏛
aA,"magnate, elder son, major domo",القُطب (شخص له مكانة عالية)، الابن الأكبر، كبير خدم القصر,4,𓉻𓄿𓏛𓀀𓉻𓂝𓄿𓀀
aA,"here, there, yonder",هنا، هناك,4,𓉻𓂝𓄿𓈐𓉻𓂝𓄿𓇌𓈐𓉻𓂝𓈐
aA,door,باب,4,𓉻𓉿𓉿𓉻𓂝𓉿𓏤𓆱𓉻𓉿𓏤𓆱𓉻𓂝𓉿
aA,"عظيم (حجمًا), عظيم (مكانة - رتبة), كبير, وفير, كثير, غنى (ممتلكات), كبير (في العُمر), مٌتكبِر",Great (of size)، Great (rank)، great (quantity)، plentiful، much، rich، senior، great (in possessions)، be arrogant,4,𓉻𓂝𓄿𓏛𓉻𓂝𓏛𓉻𓉻𓄿𓏛
aA,"column, pillar, part of a ship",عمود، جزء من سفينة,4,𓉻𓏤𓆱𓉻𓂝𓆱𓉻
aA,great,عظيم,4,𓉻𓂝𓄿
aA ib,be arrogant,متعالي، متغطرس,4,
aA n St,tax-master,رئيس الضرائب,4,𓉻𓏛𓈖𓈙𓏏𓏴𓀜𓉻𓂝𓏛𓈖𓈙𓏏𓏴𓂡
aAy,excess (over) = difference (in mathematics),فائض (عن) = الفرق (في الرياضيات),4,𓉻𓂝𓇌𓏛𓏥𓉻𓉻𓉻
aAa,evil influence (causing disease),تأثير شرير (مسببا للمرض),4,𓉻𓂝𓄿𓂝𓂸
aAa,valour (?),شجاعة (؟)، بسالة (؟),4,𓂝𓄿𓂝𓈗
aAa,Water spring,عين ماء,4,𓂝𓄿𓂝𓈇
aAw,greatly,بعظمة,4,𓉻𓂝𓄿𓅱𓏛𓉻𓂝𓄿𓏛𓉻
aAw,the great (in society),العظيم (في المجتمع),4,𓉻𓂝𓄿𓀀𓏥
aAwy,"double door, two-leaved door",باب مزدوج، باب بضلفتين,4,𓉿
aAwy-r,the two leaves of the door,مصرعي الباب,4,𓉻𓂝𓅱𓏭𓉿𓉿𓂋𓏤𓉿𓉿𓂋𓏤
aAwt,stone vessels,انية حجرية,4,𓉻𓏏𓈒𓎰𓎸𓎶
aAb,selfish,أناني,4,𓉻𓂝𓃀𓇎
aAb,"pleasing (of things), desirable (of things)",سارْ (للأشياء)، مرغوب فيه (للأشياء),4,𓉻𓂝𓄿𓃀𓇭𓏛
aAb,Kind of trees,نوع من الشجر,4,𓉻𓂝𓃀𓇎𓆭
aAb,pleasant (of people),لطيف (للأشخاص),4,𓂝𓄿𓃀𓇎𓆭𓉻𓂝𓃀𓇎
aAbt,"food, provisions, offerings",طعام، مؤن، قرابين,4,𓉻𓂝𓄿𓃀𓏏𓈀𓏥𓉻𓂝𓄿𓃀𓏏𓇎𓏛𓈓𓉻𓂝𓃀𓏏𓇎𓏛𓏥𓇎𓏏𓏛𓏥
aAbt,"jug, jar",جرة، إبريق,4,𓂝𓄿𓃀𓇎𓏏𓏌
aAbt,heaps of offerings,أكداس من القرابين,4,𓉻𓂝𓄿𓃀𓏏𓇎𓏛𓂝𓃀𓏏𓏰𓎱𓇳𓇎𓏏𓏛𓏥𓉻𓂝𓃀𓏏𓇎𓏛𓏥
aAbt,selfishness,أنانية,4,𓉻𓂝𓄿𓃀𓏏𓇭𓏛𓏥
aAp,"Censure, scolding",توبيخ، لوم,4,𓂝𓉻𓄿𓊪
aApp,Apophis (evil god in the shape of serpent-demon),ابوفيس (إله شر على شكل افعى),4,
aAm,"Asiatic, guardian of the herds",أسيوي، حارس القطعان,4,𓉻𓂝𓅓𓌙𓀏𓌙𓅓𓀀𓉻𓂝𓄿𓅓𓌙𓀀𓉿𓅓𓀭𓌙𓅓𓀺
aAm,throw stick,عصا للرمي,4,𓌙𓅓
aAmw,Asiatic,أسيوي,4,𓌚𓅓𓅱
aAmt,Asiatic woman,امرأة أسيوية,4,𓉻𓂝𓄿𓅓𓏏𓌙𓅓𓏏𓁐𓉿𓅓𓏏𓁐
aAg,thrash,يسحق، يدرس (الحنطة),4,𓉻𓂝𓄿𓎼𓂾𓉻𓂝𓄿𓎼𓂾𓂝𓉻𓂝𓄿𓎼𓂝
aAg,"Kick, mistreat, abuse",يهين، يسيئ (المعاملة),4,𓉻𓂝𓄿𓎼𓂾𓂡
aAgt,hoof,حافر,4,𓉻𓂝𓎼𓏏𓂾𓉻𓂝𓎼𓏏𓄙
aAt,tumor,تورم,4,𓉻𓏏𓆇
aAt,linen cloth,قماش من الكتان,4,𓉻𓏏𓏯𓍢
aAt,stone vessel,إناء حجري,4,𓉻𓏏𓎺𓉻𓏏𓆇
aAt,"costly stone, metal",معدن، حجر ثمين,4,𓉻𓏏𓊌𓉻𓏏𓆇
aAt,Solid stone,حجر صلب,4,𓉻𓏏𓈒
aAt,"female donkey, she-ass",أتان (انثى الحمار),4,𓉻𓂸𓈞𓏏𓃘
aAt,a great thing,شىء عظيم,4,𓉻𓂝𓄿𓏏𓏛𓉻𓂝𓏏𓉻𓏏
aAtt,cattle,ماشية,4,𓉻𓏏𓏏
aAd,"pallid, be pale",شاحب، مصفر الوجه، يشحب,4,𓉻𓂝𓄿𓆓𓇳𓉻𓄿𓂧𓍢𓏛𓀜
aAd,border of a field,حدود الحقل,4,
aAdt,Kind of bread (?),نوع من الخبز (؟),4,𓉻𓂝𓄿𓂧𓏏𓏐𓂝𓄿𓂧𓏏𓏐
aa,(royal) barge,بارجة (ملكية),4,𓂝𓂝𓊛
aai,"jabber, babble",يتكلم بكلام أجنبي، يتمتم، يثرثر,4,𓂝𓂝𓇋𓀁
aaw,flutter (of heat),يرتجف (من الحرارة),4,𓂝𓂝𓍢𓀁
aawy,"sleep (n.), sleep (vb.)",نوم، ينام,4,𓂝𓂝𓅱𓏭𓁺
aab,"comb (the hair) ( vb.), comb (n.)",مشط، يمشط (الشعر),4,𓂝𓂝𓃀𓄏𓂡
aab,bowl,سلطانية,4,𓂝𓂝𓃀𓎺
aany,"coop up, confine (?)",يحبس (؟)، يقيد (؟),4,𓂝𓂝𓈖𓏭𓀜
aany,"tent, camp",مخيم، خيمة,4,𓂝𓂝𓈖𓏭𓉐
aw,dragoman,ترجمان,4,𓂝𓋮𓋮𓅱𓀁𓋮
awA,"go bad, rot",يفسد، يتعفن، يسوء,4,𓂝𓍯𓄿𓐎𓂝𓌳𓄿
awA,"care for (?), look after (?)",يهتم بـ (؟)، يعتنى بـ (؟),4,𓂝𓍯𓂡𓂝𓍯𓄿𓂬𓂡
awA-irr.f,brigand,لص، قاطع طريق,4,𓂝𓍯𓄿𓁹𓂋𓆑𓂝𓍯𓄿𓂝𓁹𓂋𓆑
awAi,"steal (goods), rob (someone), robbery",يسرق (متاع - حاجيات)، يسطو (على شخص)، سرقة,4,𓂝𓍯𓄿𓀜𓂝𓍯𓂡𓇋𓍯𓄿𓀜
awAy,reap,يحصد، يجنىي,4,𓂝𓍯𓇌𓂡
awAy,"robber, the one who is robbed",لص، الشخص الذي سُرِق,4,𓂝𓍯𓄿𓇌𓀜𓀀𓂝𓍯𓄿𓀜𓂝𓍯𓄿𓇋𓇋𓅪𓀀𓂝𓍯𓇌𓂝𓍯𓄿𓇋𓇋𓏱
awAyt,a fermented drink (?),شراب متخمر (؟),4,𓂝𓍯𓄿𓇌𓏏𓐎𓏌𓏥
awAyt,female robber,سارقة,4,𓂝𓍯𓄿𓇌𓏏𓏱
awAt,robbery,سرقة,4,𓂝𓍯𓄿𓏏𓂝
a(wy),Strong-armed,قوي الذراع,4,𓍿𓌴𓂝
awy,two arms,ذراعان,4,𓂝𓂝𓏭𓂝𓂝
awaw,ring,خاتم، حلقة,4,𓂝𓅱𓂝𓅱𓋪𓂝𓂝𓋪
awn,"greedy, trick (vb.), be covetous, despoil (someone)",جشِع، طماع، يخدع، يطمع، ينهب، يسلب,4,𓂝𓃹𓈖𓀜
awn-ib,"be rapacious, avarice, rapacity",يكون جشِعًا، يطمع,4,𓂝𓃹𓈖𓀜𓄣𓏤
awnw,plunderer,ناهِب,4,𓂝𓃹𓈖𓏌𓍢𓀜𓂝𓃹𓍢𓀜
awnt,stave,عصا,4,𓂝𓃹𓈖𓏏𓆱
awnt,Kind of wood (cherry wood),نوع من الخشب (ربما خشب الكرز),4,𓂝𓃹𓈖𓏏𓆱
awg,parch (grain),يجفف (حبوب),4,𓂝𓅱𓎼𓊮𓂝𓎼𓊮𓂝𓎼𓄿𓊮
awt,رجال,,4,
awt,herds (in general),قطيع,4,
awt,goats,ماعز,4,𓌙𓍢𓏏𓏯𓏥𓂝𓅱𓏏𓃶𓂝𓏏𓂸𓃶𓏥𓂝𓅱𓏏𓃶𓈓𓌙𓏏𓏥𓃒
awt,"small cattle (i.e. sheep and goats), flock, herds (in general), large cattle (rarely)",ماشية صغيرة (من الماعز أو الخراف)، قطيع، ماشية كبيرة (نادرا),4,𓋾𓅱𓏏𓃙𓌙𓅱𓏏𓃒𓏥𓋾𓏏𓅱𓃙𓏥
awt,crook,عصا الراعي,4,𓂝𓅱𓏏𓋾
awt nDst,goats,ماعز,4,
awt HDt,white flocks (sheep),قطعان بيضاء (غنم),4,
awt-xAst,"wild game, desert animals, wild animals",حيوانات الصحراء، حيوانات برية، طريدة برية,4,𓋾𓅱𓏏𓃶𓏪𓈉𓏏𓏤
awt Spst,the noble herd (mankind),القطيع السامي (البشر),4,𓌙𓅱𓏏𓃒𓏪𓀻𓋴𓏏𓏛
ab,company,رفقة، صُحبة,4,𓂝𓃀𓎺
ab,meal,وجبة,4,𓂝𓃀𓄏𓏛𓏥
ab,"add, unite, connect, boast",يضم، يوحد، يربط، يتباهى,4,𓂝𓃀𓄏𓂝𓎺𓃀
ab,"horn, archer’s bow (metaphorically)",قرن، قوس رماية (مجازيًا),4,𓄏𓏤𓂝𓃀𓄏𓏤
abA,glitter,بريق، لمعان، يلمع,4,𓂝𓃀𓌂𓇶
abA,offering-stone,حجر للقربان، حجر للتقدمة,4,𓂝𓃀𓄿𓌂𓊌𓌂𓏤𓊌𓂝𓃀𓌂𓊌𓂝𓃀𓊌
abA,present (one's hands in ritual gesture),يُقدِّم (يديه بطريقة طقسية),4,𓌂𓃀𓏛
abA,"present (to), make presentation (to), provide (with)",يُقدِّم، يزوِّد,4,𓂝𓃀𓅡𓄿𓌂𓂡𓂝𓃀𓅡𓌂𓂝𓊪𓃀𓂝𓃀𓌂𓏛
abA,command (a ship),يقود (سفينة),4,𓂝𓃀𓅡𓌂𓂡
abA,abAscepter,صولجان الـabA,4,𓂝𓅡𓌂𓌂𓏤
aba,"boast, exaggeration, boasting",تفاخر، تباهى، مبالغة، يتفاخر,4,𓂝𓃀𓂝𓀁𓂝𓃀𓂝𓄏𓀁𓂝𓃀𓂝𓄏𓏛𓃁𓃁𓄏𓏛𓃁𓄏𓃀𓂝𓂝
abab,"appear (?), shine(?)",يظهر (؟)، يلمع (؟),4,𓂝𓃀𓂝𓃀𓎺𓏛
abab,threshold (?),حَد (؟)، بداية (؟)، عتبة (؟),4,𓃁𓃁𓈅
abab,become excited (?),يتحمس (؟),4,𓂝𓃀𓂝𓃀
abw,offerings,قرابين,4,𓄐𓏛𓏥𓂝𓃀𓅱𓄐𓏛𓏥𓄐𓏥
abw,impurity,قذارة، تلوت، نجاسة,4,𓂝𓃂𓅱𓄐𓅱
abw,"purification, purity",تطهير، طهارة,4,𓂝𓃀𓅱𓄐𓃁𓄐𓂝𓃀𓅱𓏛𓏥
abw,victims,ضحايا,4,𓂝𓃀𓄏𓀐𓏥
abw,lettuce,نبات الخس,4,𓂝𓃀𓅱𓄹𓂝𓃀𓍢𓆰
abw,dirt,قذارة,4,𓂝𓃀𓅱𓂺𓂝𓃀𓅱𓅪𓂝𓃀𓅱𓐎
abw-r,breakfast,وجبة الإفطار,4,𓂝𓄐𓃀𓅱𓏛𓏥𓂋𓏤𓄏𓏛𓏥𓂋𓏤𓇾𓏥𓄐𓏤𓂋
abt,"forked staff, staff of office, pitchfork",عصا كالشوكة، عصا منصب أو وظيفة، مذراة,4,𓂝𓃀𓏏𓉽𓂝𓃀𓅱𓏏𓉽
abb,Knock (?) (on door),يطرق (؟) (على الباب),4,𓂝𓃀𓃀𓂡
abb,use the pitchfork,يستخدم الشوكة أو المذراة,4,𓂝𓃀𓃀𓄏𓂝
abb,use the pitchfork,يذري (الحبوب),4,𓂝𓃀𓃀𓄏𓂝
abH,drain the water,نزح الماء,4,𓂝𓃀𓎛𓈘
abxn,frog,ضفدع,4,𓂝𓃀𓐍𓈖𓄛
abS,wine-jar,اناء نبيذ,4,𓂝𓃀𓈙𓏉
abt,a funerary ritual object,اداة تستخدم بالشعائر الجنائزية,4,𓂝𓏏𓃀𓆇
abt,attachment,مُلحَق,4,𓂝𓃀𓏏𓄏𓏛
api,fly,يطير,4,𓂝𓊪𓆃
api,"travers a waterway, pass",يعبر ممر مائي، يعبر,4,𓂝𓊪𓂻
apy,the winged disk,القرص المجنح,4,
apnnt,slug (?),حلزون عديم القوقعة (؟),4,𓊪𓂝𓈖𓈖𓏏𓄛
apr,an Asiatic people,شعب اسيوي,4,𓂝𓊪𓅱𓂋𓏤
apr,"provide, equip, man (a vessel), acquire, incur (injury)",يُزَوِّد، يوفر، يُجَهِّز، يكتسب، يتكبد (اصابة)، يزود (سفينة) بالرجال,4,𓐢𓂋𓏛𓂝𓊪𓂋𓏛𓂝𓊪𓏛𓂝𓊪𓂋𓐢𓏛
aprw,"sailors, workmen",بحارة، عمال,4,𓐢𓂋𓅱𓀀𓏥𓐢𓐢𓐢𓀀𓀀𓀀𓂝𓊪𓂋𓅱𓐢𓀀𓏥
aprw,jewelry,حُلي,4,𓐢𓅱𓈓𓐢𓂋𓅱𓐢𓂋𓈓
aprw,equipment,معدات,4,𓐍𓂋𓅱𓏛𓏥
aprt,kind of jar,نوع من الجرار,4,𓐢𓂋𓏏𓏊𓂝𓊪𓂋𓏏𓐢𓏊
aprt,equipment (of offerings),تجهيزات (القرابين),4,𓂝𓊪𓂋𓏏𓐢𓏛𓏥
apSAy,beetle,خنفساء,4,𓂝𓊪𓆷𓄿𓇌𓆣
afA,devour (?),يلتهم (؟)، يفترس (؟),4,𓂝𓆑𓄿𓂡
afAy,sweet clover (?),حندقوق (نبات علفي) (؟),4,𓂝𓆑𓄿𓏭𓆰𓏥
afAy,encampment,معسكَر، تخييم,4,𓂝𓆑𓄿𓇌𓉐
aff,a fly,ذبابة,4,𓂝𓆑𓆑𓆦𓂝𓆑𓆑𓅬
afn,"bind, connect, rolling",يَصِل، يربط، لَف,4,𓂝𓆑𓈖𓌗
